Source Term	Target Term
LAMA	LAMA
lamina propria	lámina propia
Lagosa	Lagosa
lambda	lambda
lag phase	período de latencia
lactose intolerance	intolerancia a la lactosa
lag	latencia
Lamber-Eaton myasthenic syndrome	Síndrome miasténico de Lambert-Eaton
LAL test	prueba LAL
lactose monohydrate	lactosa monohidratada
large cell carcinoma	carcinoma de células grandes
Lapp lactase deficiency	deficiencia de lactasa de los lapones
laparohysterectomy	histerectomía laparoscópica
large unstained cells	célula grande sin teñir
laminar air flow	flujo laminar
laminating agent	agente de laminado
Lan DeMets spending function	función de gasto de Lan y DeMets
LAP	LAP
large particle size	tamaño de partícula grande
laryngeal neoplasms malignant	neoplasias malignas laríngeas
Last observation carried forward (LOCF)	extrapolación de la última observación
laser-beam diffraction	difracción por (haz de) láser
laser beam diffraction	difracción por rayos laser
laser diffraction	difracción de rayos láser
laser beam	haz de láser
late gadolinium enhancement	realce tardío con gadolinio
last value on-treatment	último valor en el tratamiento
late development	etapas posteriores de desarrollo
Late Phase I clinical trial	estudio fase I tardía
late phase II	fase II tardía
"Last Subject""s Last Visit"	última visita del último sujeto
last-patient-OUT	fecha de finalización del último paciente
lattice	red cristalina
LC flow	flujo de la cromatografía líquida
layered tablets	comprimidos multicapa
LC	CL
LC-MS - liquid chromatography mass spectrometry	LC-MS - Cromatografía líquida / espctrometría de masa
LC-MS	LC-EM
layering process	proceso de recubrimiento en forma de capas
LCPs - long chain polyunsaturated fatty acids	ácidos grasos poliinsaturados de cadena larga
Lck - Leukocyte-specific protein tyrosine kinase	Lck - Cinasa de tirosina específica del leucocito
LDL	colesterol LDL
LE	LE
LDH	LDH
LD	DL
LDPE	PEBD
LDH - Lactate dehydrogenase	LDH - lactatodesidrogenasa
lead	derivación
leachables	lixiviables
LD	difracción de rayos láser
lead standard solution	solución estándar de plomo
lead stock solution	solución madre de plomo
lead(II) nitrate [Pb(NO3)2]	nitrato de plomo (II)
leak tester	detector de fugas
leak test	ensayo de fugas
leaving group	grupo saliente
Leadscope	Leadscope
leaktightness	hermeticidad
least squares	mínimos cuadrados
lead-in period	período de preparación
leakage rate	tasa de fuga (o también: tasa de pérdida de...)
lean body weight	peso corporal magro
Legislative Decree	DL
lend	mezcla de pigmentos
lenticular	lenticular
left ventricular pressure	presión ventricular izquierda
left ventricular ejection fraction	fracción de eyección ventricular izquierda
left ventricular	ventricular izquierdo
lecitine unbleached blend	mezcla de lecitina sin blanquear
Legacy Document Number	Número del documento antecedente
lesion biopsy	biopsia de lesión
lethality	letalidad
leukotriene modifier	modificador del leucotrieno
leukocyte esterase	esterasa leucocitaria
leukocyte-specific protein tyrosine kinase	cinasa de tirosina específica del leucocito
leukaemias chronic lymphocytic	leucemia linfática crónica
leucine arylamidase	leucina arilamidasa
leukopenia	lera
leukopenia	leucopenia
leukotriene receptor antagonist	antagonista de los receptores de los leucotrienos
leukotriene modifiers	P: MA 9-8-16
letterhead sheet	papel membretado
levocardia	levocardia
level scoop	cucharada de polvo al ras
leupeptin	leupeptina
leukotriene receptor antagonist	P: MA 9-8-16
levofloxacin	levofloxacina
levator palpebrae	músculo elevador del párpado superior
Level A in vitro in vivo correlation	correlación in vitro/in vivo de Nivel A
levator dehiscence	ptosis aponeurótica
levonorgestrel	levonorgestrel
Leydig Cell Tumor	tumor celular de Leydig
LI	LIN
Li salt	sal de litio
Lewis-lung cancer porcine kidney 1 cells	línea celular de epitelio de riñón porcino estadío I cancer de pulmón de Lewis
LFT	PFH
levomepromazine	levomepromazina
LHRH	LHRH
lfc leak tester	equipo para detección de fugas lfc
light anhydrous silicic acid	ácido silícico anhidro ligero
ligament rupture	rotura ligamentaria
ligament sprain	esguince de ligamentos
lidding foil	cubierta de aluminio
life-threatening	con riesgo de muerte
light obscuration counter sensor	sistema de recuento con sensor de oscurecimiento
light protection	con protección contra la luz
light scattering	dispersión de luz
light stressed	sometido a condiciones extremas de luz
light cabinet	cabina de luz
Light Obscuration Particle Count Test	prueba de recuento de partículas por oscurecimiento
light microscopy	microscopia óptica
light chain	cadena liviana
light chain Asn163	Asn163 de la cadena liviana
"line/2009/09/WC500002831.pdf). http://www.anmat.gov.ar/boletin_anmat/abril_2011/Dispo_2580-11.pdf"""	Nonclinical overview_N0022947802
likelihood	verosimilitud
linagliptlin	linagliptina
limit of quantitation	límite de cuantificación
limit test	análisis de límite
Likert scale	escala de Likert
line listing	listado de reportes
light-tight	resistente a la luz
limit of quantification solution	solución para determinar el límite de cuantificación
linear up/log down algorithm	algoritmo combinado de integración trapezoidal o logarítimica
linearity plot	gráfico de linealidad
linearity	linealidad
linear detector response	respuesta lineal del detector
linear trapezoidal method	regla trapezoidal
linearity index	índice de linealidad
linear regression	regresión lineal
linear range	intervalo lineal
lining	revestimiento
linearization	linealización
lipofection	lipofección
linkage	conexión
lipid fraction	fracción lipídica
lipofectamine	lipofectamina
lipid status	nivel de lípidos en sangre
lipohilic	lipofílica
liquid	líquido
liquid chromatography	cromatografía líquida
lipophilicity	lipofilia
lipophobicity	lipofobicidad
liquid aroma	aroma líquido
lipophilic carrier	transportador lipofílico
lipophilic drug	medicamento lipófilo
liquefaction	licuefacción
lipoxygenase	lipooxigenasa
liquid chromatography coupled to tandem mass spectometry (HPLC - MS/MS)	cromatografía líquida de alta resolución acoplada a espectrometría de masas en tándem (HPLC - MS/MS)
liquid ring	anillo líquido
Liquid Particle Counting System	contador de partículas líquidas
liquid jets	chorros de líquido
liquid scintillation analyser	contador de centelleo líquido
liquid scintillation cocktail	cóctel de centelleo líquido
Liquid Scintillation Counter	"""(Ver entrada ""liquid scintillation counting"" // Solange)"
list of figures	lista de figuras
liquid stress media / medium	medios líquidos de condiciones extremas
liquid scintillation counting	contador de centelleo líquido
lisinopril	lisinopril
liquid stress medium	medio líquido de condiciones extremas
List of tables	Lista de tablas
lithium heparin	heparina de litio
live implant	implante vivo
lithium hydroxide monohydrate	hidróxido de litio monohidrato
litter	procrear
liveborn	nacido vivo
liver and intestinal cytosol	citosol hepático e intestinal
litter	camada
literature evidence	datos de bibliografía
liver enrichment	enriquecimiento hepático
liver and lung microsomes	microsomas hepáticos y pulmonares
liver function test	prueba funcional hepática
liver parenchymal defect	defecto del parénquima hepático
liver disease	hepatopatía
liver metastases	metástasis en hígado
liver insufficiency	insuficiencia hepática
LLN - lower limit of normal	LLN - límite normal inferior
liver-related investigation	estudios hepáticos
LLN	LIN
liver transaminases	transaminasas hepáticas
LNA - Alpha-linolenic acid	LNA - Ácido alfa linoléico
LLOQ - lower limit of quantification	LLOQ - Límite inferior de cuantificación
loading	sembrado
LNA	LNA
loading dose	dosis de carga
LLT	LLT
local action	acción local
loading buffer	solución buffer de siembra
lnC	lnC
lobar branch	ramo lobar
LMWH	HBPM
LOCF excluding data after the initiation of antihypertensive therapy	LOCF previo al uso de antihipertensivos
locidad de flujo de aire	BI
local signature page	página de firmas local
LOD - loss on drying	LOD - pérdida por disecación
localization sequence	secuencia de localización
LOCF-H	LOCF PA
LOD	pérd/desec
log reduction	reducción logarítimica
log transformed	transformación logarítmica
log	registro
log scale	escala logarítmica
log normal distribution	distribución log-normal
log trapezoidal method	método trapezoidal logarítmico
long chain polyunsaturated fatty acids	ácidos grasos poliinsaturados de cadena larga
log-transformed	transformados logarítmicamente
Log-rank test	prueba de Log-Rank
logarithmic trapezoid rule	regla del trapecio logarítmica
log10 reduction	reducción decimal
log-linear regression	regresión log-lineal
Long Evans rats	ratas Long Evans
logistic regression model	modelo de regresión logística
loge-transformation	transformación logarítmica
Long QT Syndrome	síndrome del QT prolongado
long-acting beta antagonists	antagonistas ? de acción prolongada
long-acting ?2-adrenoceptor agonist	agonista de los receptores adrenérgicos ?2 de acción prolongada
long-chain polyunsaturated fatty acids (omega-6 and omega-3 FA)	ácidos grasos poliinsaturados de cadena larga (ácidos grasos omega-6 y omega-3)
long-acting anticholinergic antagonist	antagonista anticolinérgico de acción prolongada
long-range HC correlation	correlación heteronuclear a larga distancia
long-chain polyunsaturated fatty acids (omega-6 and omega-3 FA)ated fatty acids (omega-6 and omega-3 FA)	ácidos grasos poliinsaturados de cadena larga (ácidos grasos omega-6 y omega-3)
long-acting beta agonist	agonista beta de acción prolongada
loose aggregate	agregado incohesivos
los mecanismos de resistencia a los inhibidores del EGFR es el desarrollo de mutaciones secundarias (se considera que la mutación activadora es la primaria) que dificultan la unión entre el fármaco y su diana.... [http://www.harrisonmedicina.com/updatesContent.aspx?aID=1000312&amp;searchStr=neoplasia+de+pulm%C3%B3n]	Nonclin report_0706_U07133801-pags 20 a 23
loop	bucle
LOQ - limit of quantitation	LOQ - Límite de cuantificación
lorazepam	lorazepam
loperamide	loperamida
LOQ	LOQ
loose stools	heces sueltas
low and concentration independent plasma protein binding	unión a las proteínas plasmáticas baja e independiente de la concentración
loss on drying	pérdida por desecación
Louping ill virus	virus de la Encefalomielitis Ovina
loss of continuity	solución de continuidad
lot	lote
low density lipoprotein cholesterol	colesterol ligado a lipoproteínas de baja densidad
low intensity blue corona	aureola azul de baja intensidad
loss on drying (LOD)	pérdida por disecación / deshidratación
lovastin	lovastina
lower limit of normal	límite inferior de la normalidad
low level impurity	impureza de bajo nivel
lower level term	término de bajo nivel
lower back pain	dolor de la parte baja de la espalda
low molecular weight components (LMWC)	compuestos de bajo peso molecular (LMWC)
low protein	de bajo contenido proteico
low molecular weight heparin	heparina de bajo peso molecular
low substituted hydroxypropylcellulose	hidroxipropilcelulosa de baja sustitución
low-intensity blue corona	aureola azul de baja intensidad
lower lobe infiltration	infiltrado del lóbulo inferior
lower limit of quantification (LLQ)	límite inferior de cuantificación (LLQ)
lower limit of quantification	límite inferior de cuantificación
lower respiratory tract	aparato respiratorio inferior
lower respiratory infection	infección de las vías respiratorias bajas
LQTS	SQTP
LSLV	UVUS
LS9-	LS9-
lozenge	pastilla
LPS	lipopolisacárido
LPS	LPS
lower solvent pH	disolvente con un pH más bajo
lump	grumo
LSM	LSM
lubricant	lubricante
LSP	PVL
luminal dilatation	dilatación luminal
lumiflavin	lumiflavina
lumbar spine	columna lumbar
LSP - Laboratory Sale Price	PVL - precio de venta de laboratorio
lumbar vertebral body	cuerpo vertebral lumbar
lumens	lumen
lung hyperinflation	hiperinsuflación pulmonar
lung disease	enfermedad pulmonar
lumps	grumos
lung neoplasm malignant	neoplasia maligna de pulmón
lung nodule	nódulo pulmonar
lung infiltration	infiltrado pulmonar
lung function	función pulmonar
lung adenocarcinoma metastatic	adenocarcinoma de pulmón metastásico
lung adenocarcinoma	adenocarcinoma pulmonar
lupus-like syndrome	síndrome tipo lupus
lung sqam cell carc stage unspec	carcinoma de pulmón de células escamosas, estadio no especificado
LV - left ventricular	VI - ventricular izquierdo/a
LVEF	FEVI
LVEF - Left ventricular ejection fraction	FEVI - Fracción de eyección ventricular izquierda
luteinized follicles	folículo luteinizado
LVdP/dt max	LVdP/dt máx
LVdP/dt?max - Maximum of the first derivative of the left ventricular pressure against time (index for cardiac contractility)	LVdP/dt?max - Máximo de la primera derivación de la presión del ventrículo izquierdo en función del tiempo (índice de contracción ventricular)
LV	VI
lux hour	lux-hora
LVOT	TSVI
lymphocytic cortical depletion	depleción cortical de linfocitos
lx	lx
lymphoid	linfoide
lymphoreticular system	sistema linforreticular
lymph node	nódulo linfático
LVP - Left ventricular pressure	PVI - Presión ventricular izquierda
lymphoid depletion	depleción linfoide
lymphangiogenesis	linfangiogénesis
lycopene	licopeno
Lyn	Lyn
Lyn - LCK/YES-relate	BI
lyophilisate	liofilizado
Lyn - LCK/YES-related novel tyrosine kinase, formerly known as SYN	Lyn - Cinasa de tirosina relacionada al LCK/YES, anteriormente denominada SYN
lyophilized cake	taco liofilizado
lysate	lisado
lyophiliser	liofilizador
M 2 clinical summary	resumen clínico (M2)
M - Molar	M (usar solo de ser necesario en tablas) - Molar
M/E ratio	relación mieloide/eritroide
lysis buffer	solución buffer de lisis
m	m
lyse	lisar
M- Muscarinic acetylcholine receptor 1 - Muscarinic acetylcholine receptor 1	M1 - Receptor muscarínico 1 de la acetilcolina
M1-type muscarinic acetylcholine receptor	receptor muscarínico M1
M - Male(s)	m (usar solo de ser necesario en tablas) - Macho/s
MACE endpoint	variable de ECVG
MA2	MA2
machine	selladora
MACE - major adverse cardiovascular events	episodios cardiovasculares graves
macroalbuminuria	macroalbuminuria
MA2 - Dimaleate	MA2 - Dimaleato
MAA	MAA
Macrogol	Macrogol
m6	m6
MAC	CCM
magnetic stirrer	agitador magnético
Madin-Darby canine kidney II cells	línea celular de epitelio de riñón canino estadío II Madin-Darby
magnesium oxide, extra light	óxido de magnesio extra ligero
macropathology	macropatología
Macrogolglycerol Ricinoleate	ricinoleato de macrogolglicerol
magnetic stirring	agitación magnética
magnesium stearate	estearato de magnesio
macroscopical changes	cambios macroscópicos
Macrolon	policarbonato Macrolon
maintenance treatment	P: MA 9-8-16
maintenance drug	medicamento de mantenimiento
MAH	distribuidor oficial
maintenance long-acting anticholinergic	anticolinérgico de acción prolongada como tratamiento de mantenimiento
magnitude of task	magnitud de la tarea
Mahler Dyspnoea Indices	índice de disnea de Mahler
main study animals	animales pertenecientes al ensayo principal
mains drinking water	agua corriente
mainstem	rama
major bleeding event	evento hemorrágico mayor
Mainz	Maguncia
major diabetes complication	complicación grave derivada de la diabetes
major adverse cardiovascular events	episodios cardiovasculares graves
maintenance treatment	tratamiento de mantenimiento
major depression	depresión mayor
maize starch	almidón de maíz
major bleeding	sangrado importante
major amputation	amputación mayor
major bleeding event with fatal outcome	evento hemorrágico mayor fatal
make up to the mark	llevar a enrase
make up to the mark / take up to the mark / fill to the mark	llevar a volumen / llevar a enrase
major ginsenoside	ginsenósidos más abundantes
major unit operation steps	pasos principales de operación de la unidad
makeup	auxiliar
Makro 1 Dialysis chamber	cámara de diálisis Makro 1
malignancy	tumor maligno
malignant neoplasm progression	progresión de la neoplasia maligna
malignant tumor	tumor maligno
malabsorption	absorción insuficiente
malate dehydrogenase	malato deshidrogenasa
maleic acid	ácido maleico
malignant melanoma in situ	melanoma maligno localizado
malignant arrythmia	arritmia maligna
mannitol	manitol
manganese	manganeso
mammalian target of rapamycin	blanco de rapamicina en mamíferos
Manifold	manifold
maltodextrin	maltodextrina
mannitol salt agar	ágar manitol sal
manitol liquid	manitol líquido
mannitol salt agar	ágar sal manitol
malposition	posición anómala
Manning Criteria	criterios de Manning
many-to-one	de muchos a uno
manufacturing campaign	campaña de producción
manufacturing process	proceso de fabricación
mannose phosphate isomerase	manosa fosfato isomerasa
manufacturability	fabricabilidad
mantle cell lymphoma	linfoma de células del manto
Manufacturing Site	Planta productora
manufacture and market	fabricación y comercialización
many-to-one t-test, two-sided	prueba t de comparación múltiple por parejas con control (de Dunnett) bilateral
MAP	PAMC
MAPK	MAPK
Maple Syrup Urine Disease	leucinosis
MAPPE	PEPMA
Maple Syrup Urine Disease (MSUD)	leucinosis
MAPK - Mitogen-activated protein kinase	MAPK - Cinasa de proteína activada por mitógenos
marginal efficacy	eficacia marginal
marker of proliferation	marcador de proliferación
marked outliers	valores atípicos marcados
MAPE	PEMA
marker peak	pico marcador
marketing authorization holder	ditribuidor oficial
marker reaction	reacción identificatoria
marketing authorization letter	oficio de comercialización
mass balance	balance másico
marketing authorization	autorización para la comercialización
masking	enmascaramiento
Marketscan	MarketScan
marrow hypocellularity	hipocelularidad de la médula ósea
mass spectrometry	espectrometría de masas
mass resolution	resolución de masa
mass selective detection	detección selectiva de masas
mass spectral databases	base de datos de espectros de masas
mass balance	equilibrio de masas
master batch record	registro maestro de partidas
mate	aparearse
matched values	valores emparejados
mast cell	mastocito
master plate	placa principal
master stock	reserva
mast cell granules	gránulos de los mastocitos
material data sheet	planilla de datos
MATE - Multidrug And Toxin Extrusion Antiporter	MATE - Transportador de proteínas de extrusión de multidrogas y toxinas
Material Safety Data Sheet	ficha de seguridad en el uso de materiales
matrixing	diseño de análisis de matriz
mating	apareamiento
matrix solution	solución matriz
materials of construction	materiales de elaboración
matrix system	sistema matricial
maternal function	función materna
matrix swelling	hinchamiento de la matriz
matrix effect	efecto matriz
"Matsunaga""s formula"	fórmula de Matsunaga
matted	opaco
max. - Maximal(ly)	máx. - Máximo
maximal work capacity	capacidad máxima de trabajo
maxillary sinusitis	sinusitis maxilar
maximum concentration	concentración máxima
maximal left ventricular pressure	presión ventricular izquierda máxima
maximum effect	efecto máximo
maximum concentration at steady state conditions	concentración máxima en equilibrio
maximum intensity projection	máxima intensidad de proyección
Maximum recommended human daily dose	dosis diaria máxima recomendada en humanos
maximum recommended human dose (MRHD)	dosis recomendada máxima en los seres humanos
MCH	HCM
maximum tolerated dose	dosis máxima tolerada
MCB	banco maestro de células
MBq	MBq
MCB1	MCB1
MCC	MCC
MC4PC	MC4PC
MBE	MBE
maximum recommended human dose	dosis máxima recomendada en humanos
MCA	MCA
MCT	triglicéridos de cadena media
MCV	VCM
MCT oil	aceite de MCT
McIlvaine buffer	buffer McIlvaine
MCP	MCP
MDG	GMDP
MCHC	CHCM
MDS - Material Data Sheet / Minimum Data Set	Planilla de datos (MDS) / Grupo Básico de Datos (MDS)
MDI	IDM
MDI - Mental development index	IDM - Índice de desarrollo mental
mean absolute percentage error	porcentaje de error medio absoluto
MDS	MDS
MDI	MID
mean	media
me	tiempo/volumen de permanencia
MDR1-expressing cells	células que expresan el gen MDR1
MDI	ID
mean ALAT/AST/GGT activity	actividad media de ALAT/ASAT/GGT
mean age	media etaria
mean absolute prediction percent error	porcentage de error de pronóstico medio absoluto
mean absorption time	tiempo medio de absorción
mean baseline FEV1	media del VEF1 al inicio
mean cell haemoglobin	hemoglobina corpuscular media
mean absolute prediction percent error (MAPPE)	porcentage de error de pronóstico medio absoluto (PEPMA)
mean absolute percentage error (MAPE)	porcentaje de error medio absoluto (PEMA)
mean peak area	área del pico media
mean plus three sigma	media más tres sigmas
mean square error	error cuadrático medio
mean daily plasma glucose	glucosa media diaria en plasma
mean photo effect	fotoefecto medio
mean scores	puntuaciones medias
mean residence time	tiempo medio de residencia
mean life	semivida
mean peak area	áreal del pico media
measurement	medición
measuring cap / measuring dish	vaso dosificador
measuring cap	vaso dosificador
mean weight	peso promedio / peso medio
mean weight	peso promedio
mean value (MV)	valor medio (MV)
mean square error (MSE)	error cuadrático medio (ECM)
mechanical strength	resistencia mecánica
mechanical stress	tensión mecánica
measuring cell	célula de medida
MEB	MEB
mechanism-based inhibition	inhibición basada en el mecanismo
meat meal	harina de carne
mechanical ventilation	ventilación mecánica
mechanical shaker	agitador mecánico
Med-Watch	MedWatch
mediante el modelo de regresión lineal simple.http://amestad.mx/pdf/conferencia-2010-11.pdf	Int J Clin Pharmacol Therap 2011 Vol. 49 - No. 5 (300-310)_1218.28
mediastinal disorder	trastorno mediastínico
mechanosensation	mecanosensación
MedDRA High Level Term	término de nivel superior del diccionario MedDRA
media fill	llenado aséptico
mechanistic studies	estudios mecanísticos
MedDRA	Diccionario MedDRA
medical monitor	auditor médico
medical file	historia clínica
medical history	antecedentes
medical device	dispositivo de administración
medical certificate of fitness	apto médico
Medical Dictionary for Drug Regulatory Affairs	Diccionario médico para asuntos reglamentarios de medicamentos
medical plausibility	plausibilidad médica
medical chart	historia clínica
Medicinal Chemistry	química medicinal
medication device	dispositivo médico
Medicines Evaluation Board	Comité de Evaluación de Medicamentos
medicinal product	medicamento
medium chain	cadena media
medical quality review meeting	reunión para la revisión de la calidad médica
medication history	historial farmacológico
medical simulation	simulación médica
Medipeel	Medipeel
medium dose	dosis moderada
megacolon	megacolon
medulla	bulbo raquídeo
medium-chain triglycerides	triglicéridos de cadena media
megakaryocyte	megacariocito
medullary rays	radios medulares
megacaryocytic series	serie megacariocítica
megaloblastic anaemia	anemia megaloblástica
mega base long segment	segmento de longitud del orden de las megabases
membrane filter	filtro de membrana
melt	fundido
melanocytic naevus	nevo melanocítico
melubrine	melubrina
meglumine	meglumina
membrane filtration	filtración de la membrana / por la membrana
melt-crystallized	fusión-cristalización
memory index	índice de memoria
menarche	menarquia
membrane pellet	pellet de membranas
menarche	P: MA 9-8-16
mental status changes	cambios en el nivel de conciencia
menorrhagia	menorragia
mental impairment	daño mental progresivo
mental development index	índice de desarrollo mental
meropenem	meropenem
mesh cage	jaula de malla de alambre
MeOH	metanol
mesangium	mesangio
mercaptoethanol	mercaptoetanol
mEq	mEq
mesh opening	abertura de la malla
mesh screen	malla
messenger ribonucleic acid	ácido ribonucléico mensajero
mesilate	mesilato
metabisulphite	metabisulfito
metabolic product	producto metabólico
meta-analysis	metanálisis
metabolic cage	jaula metabólica
metabisulfite	metabisulfito de sodio
metabolism cages	jaula metabólica
metabolic profiling	perfil metabólico
metabolism	metabolismo
metabolism disorder	alteraciones metabólicas
metabolic ratio	índice metabólico
metabolizing system	sistema metabolizante
metabolite product	último metabolito
metabolite verification	detección de los metabolitos
metabolism tray	bandeja metabólica
metaphase	metafase
metastable form	forma metaestable
metamizole sodium monohydrate	metamizol sódico monohidrato
metastatic	metastásico
metaplasia	metaplasia
metastatic breast cancer	cáncer metastático de mama
metered dose inhaler	inhalador dosificador
metered dose inhaler (MDI)	inhalador con dosificador
metered-dose inhalator	inhalador con dosificador
metering valve	válvula dosificadora
metformin base	base de metformina
metformin HCl	clorhidrato de metformina
metformin	metformina
metering chamber	cámara dosificadora
metered-dose inhalator or inhaler (MDI)	inhalador de dosis fija
methacrylate	metacrilato
methadone	metadona
methanol gradient grade	metanol gra
metformin hydrochloride	clorhidrato de metformina
methanolic	metanólico
methanol R	metanol R
methanol, tetra-deuterated	metanol tetradeuterado
methanolic pyridine-sulphur dioxide solution	solución metanólica de dióxido de azufre en piridina
methanolic HCI	ácido clorhídrico en metanol
methenamine	metenamina
methoxy compound	compuesto metoxi
method runtime	tiempo de corrida del método
methyl ethanesulfonate	ácido metil etanosulfónico
methyl isobutyl ketone	metil isobutil cetona
methyl methanesulfonate	metilmetanosulfonato
methyl acetate	acetato de metilo
methoxybenzaldehyde	anisaldehído
methylcholanthrene	metilcolantreno
methylcyclohexane	metilciclohexano
methyl-THF	MeTHF
methylene chloride	cloruro de metileno
methyl-, ethyl- and 2-propyl esters	metil-, etil-, y 2-propil esteres
methylester	metil éster
methylxanthine	xantinas metiladas
Meulengracht-Gilbert syndrome	Síndrome de Meulengracht-Gilbert
metmorfin	metmorfina
Mexican American	mexicoestadounidense
methylmethacrilate	metacrilato de metilo
metoprolol	metoprolol
metronidazole	metronidazol
methylprednisolone	metilprednisolona
MgCl2	MgCl2
MI - myocardial infarction	IM - nfarto de miocardio
MI	IM
mg/tablet	mg por comprimido
Mg-aspartate	aspartato de magnesio
MFG	fabricación
mg - Milligram(s)	mg - Miligramo/s
microbial assay	análisis microbiológico
microbial contamination	contaminación microbiana
micro-organisms	mircoorganismos
microbial challenge study	estudio de provocación microbiana
Michael acceptors	grupo electroaceptor
micro-nutrient	micronutriente
microbial growth	flora microbiana
MI event	evento miocardíaco
microalbuminuria	microalbuminuria
microcrystalline	microcristalino
microbiological purity	pureza microbiológica
microgranuloma	microgranuloma
microbial load	carga microbiana
micronised	micronizado
microcrystalline cellulose	celulosa microcristalina
microbiological quality	calidad microbiológica
microflex	microflex
microliter centrifuge	microcentrífuga
micronized sucralose	sucralosa micronizada
micronuclei	micronúcleos
micronucleus	micronúcleo
micronucleated binucleated	micronucleado binucleado
microphtalmia	microftalmia
micronuclei scoring	valoración de micronúcleos
mid sternally	parte media del esternón
microsomal incubations	preparaciones de fracciones microsomales
microtiter plate washer	lavador de microplacas
micturition diary	micción diaria
microtiter plate reader	lector de microplacas
MID	DMI
microwell plate	placa de micropocillos
mid-stream urine	muestra de or
microtiter plate	placa de microtitulación
microsomal protein	proteína microsómica
midzonal	central
migraine	migraña
milestone time points	momento de medición crítico
milled	molido
Mie theory	teoría Mie
milliliter, ml	mililitro,ml
mild	leve
milestone	evento trascendente
miglitol	miglitol
min - Minute(s)	min - Minuto(s)
minor bleeding event	evento hemorrágico leve
minimum concentration	concentración mínima
milling	molienda
minimal media	medio mínimo
minicrystal	minicristal
minimal important difference	diferencia mínimamente importante
minims	minims
minocycline	minociclina
minimum confinement day	día en que se realiza el aislamiento mínimo
minute virus	virus diminuto
minute volume	volumen minuto
mitomycin	mitomicina
missing data	datos perdidos
minor pathway	vía secundaria
misdosing	error en la dosis
miscible	miscible
Mirizzi syndrome	síndrome de Mirizzi
mitogen-activated protein kinase	cinasa de proteína activada por mitógenos
Mitral insufficiency	insuficiencia mitral
mixed asthma	asma mixta
mixed effects	efectos mixtos
mixed	mixta
mitral valve	válvula mitral
mitotic cells	células mitóticas
mixed cell infilfrate	infiltrado celular mixto
mitral commissurotomy	comisurotomía de la válvula mitral
mitotic index	índice mitótico
mitotic figures	número de células en mitosis
mixed-effects growth curve models	modelos de curvas de crecimiento con efectos aleatorios
mixed-effects model	modelo de efectos mixtos
mixed model repeated measures	modelo mixto para medidas repetidas
mixed mucosal infiltrate	infiltración de la mucosa mixta
mixed-up	atípico
mL/min/kg	ml/min/kg
mL - Millilitre(s)	ml - Mililitro(s)
mixing reactor	reactor
mL	ml
mizolastin	mizolastina
mixing vessel	vaso mezclador
MMS - Methyl methanesulfonate	MMS - Metilmetanosulfonato
MNBN	micronucleado binucleado
mM	mM
MMRM	MMRM
mmu	mmu
mmrm model	modelo MMRM
mMRC	mMRC
MMS	MMS
mm hg	mm Hg
mobility	movilidad
mock-up	maqueta
mobile phase	fase móvil
mock table	boceto de tabla
MnCl2	MnCl2
model-based change	cambio basado en el modelo
mode of action	modo de acción
modal chromosome number	número modal de cromosomas
Modi?cation of Diet in Renal Disease equation	ecuación derivada del estudio de modificación de la dieta en enfermedad renal
modelling procedure	procedimiento de modelado
modulating antibody	anticuerpo modulador
modulators	modulador
modified international non-proprietary name (mINN)	denominación común internacional modificada (DCIM)
Modification of Diet in Renal Disease	modificación de la dieta en enfermedad renal
moisture meter	medidor de humedad
moisture determination apparatus	equipo para la determinación del grado de humedad
moexipril	moexipril
moisture protective	con protección antihumedad
Mogensen Sieve	criba Mogensen
molar masses	masa molar
molar unit	unidad molar
molds	moho
molecular mass salt	peso molecular de la sal
molecular sieve	tamiz molecular
molten hard fat	glicéridos de ácidos grasos saturados derretidos
mole	lunar
molecular mass base	peso molecular de la base
Molybdenum blue	azul de molibdeno
Monarch	Monarch
mono formulation	monodroga
monitor	monitorear
mono formulation	monofármaco
Monitoring Manual	Manual de Monitoreo
Monitoring Center for Medicinal Products	Dirección de evaluación de medicamentos
Monkey Station	bioterio de primates
mono product	producto monofármaco
mono-modal	unimodal
monocarboxylate transporter	transportador de monocarboxilato
monocation	monocatión
mono/diglycerides of caprilic/capric acid	mono/diglicérido de ácido caprílico/cáprico
monocaprylocaprate	monocaprilocaprato
monobenzyl biotin	monobencil biotina
Mononuclear cell infiltrates	infiltración por célula mononuclear
monograph	monografía
monoclonal antibody	anticuerpo monoclonal
monoethylphosphonoacetic	monoetilfosfonoacético
monosaccharide	monosacárido
monomer	monómero
monocytes	monocito
monotropically related form	formas monotrópicas
monotherapy	monoterapia
monovette	Monovette
monospot testing	prueba rápida para mononucleosis
Monte Carlo run	corridas del método Monte Carlo
mood and well-being	ánimo y bienestar
montelukast	montelukast
MOPS	MOPS
morning dose	dosis matutina
morning dip	caída matutina
moribundity	agonía
mOsm	mOsm
mood-elevating effect	mejorador del estado de ánimo
motif	motivo
motor activity	actividad motriz
motility	motilidad
mother liquor	líquido madre
motion sickness	cinetosis
motesanib	motesanib
mosmol	mOsmol
mouth floor cancer	cáncer del suelo de la boca
mouse	ratón
mould	moho
mouth ulcer	afta bucal
mounting loop	ansa de montaje
moulding	moldeado
mouse antibody production test	prueba de producción de anticuerpos en ratón
MPDP	PFM
MRHD	DRMH
