Source Term	Target Term
Tremor neonatal	Temblor neonatal
Trench fever	Fiebre de las trincheras
Tri-iodothyronine decreased	Triyodotironina disminuida
Tri-iodothyronine	Triyodotironina
Trepopnoea	Trepopnea
Tremor	Temblor
Traumatic ulcer	Úlcera traumática
Tri-iodothyronine abnormal	Triyodotironina anormal
Tri-iodothyronine uptake normal	Captación normal de triyodotironina
Tri-iodothyronine uptake	Captación de triyodotironina
Trichiasis	Triquiasis
Tri-iodothyronine uptake increased	Captación aumentada de triyodotironina
Tri-iodothyronine uptake decreased	Captación disminuida de triyodotironina
Tri-iodothyronine increased	Triyodotironina elevada
Tri-iodothyronine normal	Triyodotironina normal
Trichothiodystrophy	Tricotiodistrofia
Trichomoniasis intestinal	Tricomoniasis intestinal
Trichorrhexis	Tricorrexis
Trichiniasis	Triquinosis
Trichomoniasis	Tricomoniasis
Trichotillomania	Tricotilomanía
Trichostrongyliasis	Tricostrongiliasis
Trichomegaly	Tricomegalia
Trichuriasis	Tricuriasis
Tricuspid valve incompetence	Insuficiencia de la válvula tricúspide
Tricuspid valve replacement	Sustitución de la válvula tricúspide
Tricuspid valvotomy	Valvulotomía tricúspide
Tricuspid valve stenosis	Estenosis de la válvula tricúspide
Trigeminal nerve ablation	Ablación del nervio trigémino
Trifascicular block	Bloqueo trifascicular
Trigeminal nerve exploration	Exploración del nervio trigémino
Trigeminal neuralgia	Neuralgia del trigémino
Trigeminal nerve injection	Inyección del nervio trigémino
Trigger finger	Dedo en gatillo
Trigonitis	Trigonitis
Tropical sprue	Esprue tropical
Trisomy 21	Trisomía 21
Trisomy 22	Trisomía 22
Trismus	Trismo
Trochlear nerve operation	Cirugía del nervio troclear
Trisomy 11	Trisomía 11
Trisomy 13	Trisomía 13
Tropical spastic paresis	Paresia espástica tropical
Truncus arteriosus persistent	Tronco arterioso persistente
True precocious puberty	Pubertad precoz verdadera
Tuberculid	Tubercúlide
Truancy	Absentismo
Tuberculin test	Prueba de la tuberculina
Tubal diathermy	Diatermia de trompas
Trypanosomiasis	Tripanosomiasis
Tubal insufflation	Insuflación de trompas
Tuberculin test negative	Prueba negativa de la tuberculina
Tuberculosis of intrathoracic lymph nodes	Tuberculosis de ganglios linfáticos intratorácicos
Tuberculosis bladder	Tuberculosis de la vejiga
Tuberculosis of eye	Tuberculosis del ojo
Tuberculin test positive	Prueba positiva de la tuberculina
Tuberculosis of genitourinary system	Tuberculosis del aparato genitourinario
Tuberculoid leprosy	Lepra tuberculosa
Tuberculosis	Tuberculosis
Tumour embolism	Embolia tumoral
Tularaemia	Tularemia
Tuberous sclerosis	Esclerosis tuberosa
Tuberculous pleurisy	Pleuresía tuberculosa
Tuberculosis of peripheral lymph nodes	Tuberculosis de ganglios linfáticos periféricos
Tuberculosis ureter	Tuberculosis de uréter
Tuberculous laryngitis	Laringitis tuberculosa
Tumour lysis syndrome	Síndrome de lisis del tumor
Tumour flare	Brote tumoral
Twiddler's syndrome	Síndrome de Twiddler
Turbinectomy	Turbinectomía
Turner's syndrome	Síndrome de Turner
Tumour pain	Dolor tumoral
Tunnel vision	Visión en túnel
Tympanosclerosis	Timpanosclerosis
Tympanometry	Timpanometría
Twin pregnancy	Embarazo gemelar
Type I hypersensitivity	Hipersensibilidad de tipo I
Tympanic membrane atrophic	Membrana timpánica atrófica
Tympanometry normal	Timpanometría normal
Tympanometry abnormal	Timpanometría anormal
Tympanic membrane perforation	Perforación de la membrana timpánica
Type IIa hyperlipidaemia	Hiperlipidemia de tipo IIa
Type IIb hyperlipidaemia	Hiperlipidemia de tipo IIb
Type II hyperlipidaemia	Hiperlipidemia tipo II
Typhoid carrier	Portador de fiebre tifoidea
Typhoid fever	Fiebre tifoidea
Ulcer	Úlcera
Ultrasound antenatal screen abnormal	Estudio anormal con ecografía prenatal
Ulnar neuritis	Neuritis cubital
Ulnar neurapraxia	Neurapraxia cubital
Ulnar nerve injury	Lesión traumática del nervio cubital
Ulna fracture	Fractura de cúbito
Ultrasonic angiogram	Ecoangiografía
Ultrasound antenatal screen normal	Estudio normal con ecografía prenatal
Ultrasound antenatal screen	Estudio con ecografía prenatal
Ultrasound breast normal	Ecografía normal de mama
Ultrasound bladder normal	Ecografía normal de vejiga
Ultrasound Doppler	Ecografía Doppler
Ultrasound breast	Ecografía de mama
Ultrasound breast abnormal	Ecografía anormal de mama
Ultrasound bladder abnormal	Ecografía anormal de vejiga
Ultrasound Doppler abnormal	Ecografía Doppler anormal
Ultrasound bladder	Ecografía de vejiga
Ultrasound kidney	Ecografía renal
Ultrasound eye normal	Ecografía normal del ojo
Ultrasound kidney abnormal	Ecografía renal anormal
Ultrasound eye abnormal	Ecografía anormal del ojo
Ultrasound Doppler normal	Ecografía Doppler normal
Ultrasound kidney normal	Ecografía renal normal
Ultrasound eye	Ecografía del ojo
Ultrasound prostate	Ecografía de próstata
Ultrasound prostate abnormal	Ecografía anormal de próstata
Ultrasound liver abnormal	Ecografía hepática anormal
Ultrasound prostate normal	Ecografía normal de próstata
Ultrasound scan	Ultrasonografía
Ultrasound liver	Ecografía hepática
Ultrasound liver normal	Ecografía hepática normal
Ultrasound scan vagina abnormal	Ecografía anormal de vagina
Ultrasound skull normal	Ecografía craneal normal
Ultrasound skull abnormal	Ecografía craneal anormal
Ultrasound scan vagina normal	Ecografía normal de vagina
Ultrasound skull	Ecografía craneal
Ultrasound scan vagina	Ecografía de vagina
Umbilical artery hypoplasia	Hipoplasia de la arteria umbilical
Umbilical cord short	Cordón umbilical corto
Umbilical cord prolapse	Prolapso del cordón umbilical
Umbilical haemorrhage	Hemorragia umbilical
Umbilical cord vascular disorder	Trastorno vascular del cordón umbilical
Umbilical cord around neck	Cordón umbilical alrededor del cuello
Umbilical hernia gangrenous	Hernia umbilical gangrenada
Umbilical cord compression	Compresión del cordón umbilical
Umbilical hernia	Hernia umbilical
Umbilical hernia repair	Reparación de hernia umbilical
Uncinate fits	Crisis uncinadas
Umbilical malformation	Malformación umbilical
Umbilical hernia, obstructive	Hernia umbilical obstructiva
Undifferentiated sarcoma	Sarcoma no diferenciado
Umbilical sepsis	Sepsis umbilical
Unemployment	Desempleo
Unresponsive to stimuli	Insensible a los estímulos
Unstable foetal lie	Posición fetal inestable
Unrelated donor bone marrow transplantation therapy	Tratamiento con trasplante de médula ósea de donante no emparentado
Unintended pregnancy	Embarazo no intencionado
Unwanted pregnancy	Embarazo no deseado
Up and down phenomenon	Fenómeno de subida y bajada
Univentricular heart	Corazón univentricular
Uraemic neuropathy	Neuropatía urémica
Uraemic encephalopathy	Encefalopatía urémica
Uraemic acidosis	Acidosis urémica
Upper motor neurone lesion	Lesión de la primera motoneurona
Upper respiratory tract infection	Infección del tracto respiratorio superior
Upper gastrointestinal haemorrhage	Hemorragia gastrointestinal alta
Urate nephropathy	Nefropatía por urato
Urea renal clearance decreased	Aclaramiento renal de urea disminuido
Ureterectomy	Ureterectomía
Urea urine normal	Urea normal en orina
Urea urine increased	Urea elevada en orina
Urea renal clearance normal	Aclaramiento renal normal de urea
Urea urine abnormal	Urea anormal en orina
Urea urine decreased	Urea disminuida en orina
Ureteric dilatation	Dilatación ureteral
Ureteric fistula	Fístula ureteral
Ureteric cancer metastatic	Cáncer ureteral metastásico
Ureteric cancer local	Cáncer ureteral local
Ureteric calculus removal	Extracción de cálculo ureteral
Ureteric cancer regional	Cáncer ureteral regional
Ureteric cancer recurrent	Cáncer ureteral recurrente
Ureteric cancer	Cáncer ureteral
Ureterolithotomy	Ureterolitotomía
Ureteric injury	Lesión traumática de uréter
Ureteric repair	Reparación de uréter
Ureteric stenosis	Estenosis ureteral
Ureteroscopy	Ureteroscopia
Ureteric obstruction	Obstrucción ureteral
Ureteroscopy normal	Ureteroscopia normal
Ureteroscopy abnormal	Ureteroscopia anormal
Urethral caruncle	Carúncula uretral
Urethral cancer recurrent	Cáncer uretral recurrente
Urethral cancer metastatic	Cáncer uretral metastásico
Urethral abscess	Absceso uretral
Urethral cancer regional	Cáncer uretral regional
Urethral cancer local	Cáncer uretral local
Urethral caruncle removal	Extirpación de carúncula uretral
Urethral cancer	Cáncer uretral
Urethral disorder	Trastorno uretral
Urethral dilatation	Dilatación uretral
Urethral discharge	Secreción uretral
Urethral fistula	Fístula uretral
Urethral intrinsic sphincter deficiency	Deficiencia del esfínter intrinseco de la uretra
Urethral meatotomy	Meatotomía uretral
Urethral obstruction	Obstrucción uretral
Urethral injury	Lesión traumática de la uretra
Urethral stricture postoperative	Constricción uretral postquirúrgica
Urethral pain	Dolor uretral
Urethral papilloma	Papiloma uretral
Urethral stricture post infection	Constricción uretral postinfecciosa
Urethral repair	Reparación uretral
Urethral spasm	Espasmo uretral
Urethritis chlamydial	Uretritis por clamidia
Urethritis gonococcal	Uretritis gonocócica
Urethritis trichomonal	Uretritis por tricomonas
Urethral stricture traumatic	Constricción uretral traumática
Urethritis	Uretritis
Urethritis ureaplasmal	Uretritis por ureaplasma
Urethral valves	Válvulas uretrales
Urethral syndrome	Síndrome uretral
Urinary casts	Cilindros en orina
Urinary incontinence	Incontinencia urinaria
Urinary hesitation	Micción entrecortada
Urinary bladder rupture	Ruptura de la vejiga urinaria
Urge incontinence	Incontinencia por tenesmo vesical
Urinary bladder haemorrhage	Hemorragia de la vejiga urinaria
Urinary tract malformation	Malformación del tracto urinario
Urinary tract infection neonatal	Infección neonatal del tracto urinario
Urinary tract infection	Infección del tracto urinario
Urinary retention	Retención urinaria
Urinary nitrogen increased	Nitrógeno elevado en orina
Urinary system X-ray	Radiografía del aparato urinario
Urinary tract disorder	Trastorno del tracto urinario
Urinary tract infection enterococcal	Infección enterocócica del tracto urinario
Urine electrolytes abnormal	Electrolitos anormales en orina
Urine delta aminolevulinate	Aminolevulinato delta en orina
Urine delta aminolevulinate normal	Aminolevulinato delta normal en orina
Urine analysis	Análisis de orina
Urine delta aminolevulinate increased	Aminolevulinato delta elevado en orina
Urine abnormality	Anormalidad de la orina
Urine electrophoresis abnormal	Electroforesis anormal de la orina
Urine electrophoresis	Electroforesis de la orina
Urine osmolarity decreased	Osmolaridad disminuida de la orina
Urine flow decreased	Flujo de la orina disminuido
Urine glucose false positive	Falso positivo en determinación de glucosa en orina
Urine electrophoresis normal	Electroforesis normal de la orina
Urine osmolarity increased	Osmolaridad aumentada de la orina
Urine osmolarity	Osmolaridad de la orina
Urine porphobilinogen normal	Porfobilinógeno normal en orina
Urine potassium increased	Potasio elevado en orina
Urine porphobilinogen increased	Porfobilinógeno elevado en orina
Urine potassium	Potasio en orina
Urine potassium normal	Potasio normal en orina
Urine potassium decreased	Potasio disminuido en orina
Urine sodium normal	Sodio normal en orina
Urine sodium decreased	Sodio disminuido en orina
Urine viscosity increased	Viscosidad aumentada de la orina
Urogenital fistula	Fístula urogenital
Urogenital disorder	Trastorno urogenital
Urine sodium increased	Sodio elevado en orina
Urobilinuria	Urobilinuria
Urogenital trichomoniasis	Tricomoniasis urogenital
Urticaria papular	Urticaria papulosa
Urticaria pigmentosa	Urticaria pigmentosa
Urticaria aquagenic	Urticaria acuagénica
Urticaria	Urticaria
Urticaria contact	Urticaria por contacto
Urticaria cholinergic	Urticaria colinérgica
Urticaria physical	Urticaria física
Uterine cancer	Cáncer uterino
Uterine atrophy	Atrofia uterina
Urticaria vesiculosa	Urticaria vesicular
Uterine atony	Atonía uterina
Uterine disorder	Trastorno uterino
Uterine haemorrhage	Hemorragia uterina
Uterine carcinoma in situ	Carcinoma uterino in situ
Uterine enlargement	Aumento del tamaño uterino
Uterine leiomyosarcoma	Leiomiosarcoma uterino
Uterine inflammation	Inflamación uterina
Uterine hypotonus	Hipotonía uterina
Uterine hypertonus	Hipertonía uterina
Uterine leiomyoma	Leiomioma uterino
Uterine inversion	Inversión uterina
Uterine ischaemia	Isquemia uterina
Uterine polyp	Pólipo uterino
Uterine malposition	Posición anómala del útero
Uterine prolapse repair	Reparación de prolapso uterino
Uterine prolapse	Prolapso uterino
Uterine neoplasm	Neoplasia uterina
Uterine polypectomy	Polipectomía uterina
Uterine pain	Dolor uterino
Uterine rupture	Ruptura uterina
Uterine tenderness	Dolor uterino a la palpación
Uterovaginal prolapse	Prolapso uterovaginal
UV light therapy	Fototerapia con luz UV
Uterine synechiae	Sinequias uterinas
Uveitis	Uveítis
Uterine spasm	Espasmo uterino
Vacuum extractor delivery	Parto con ventosa
Vaginal atresia	Atresia vaginal
Vaginal cancer	Cáncer vaginal
Vaccination failure	Vacunación fallida
Vaccination complication	Complicación de la vacunación
Vaginal cancer stage I	Cáncer vaginal, estadio I
Vaginal cancer stage III	Cáncer vaginal, estadio III
Vaginal cancer recurrent	Cáncer vaginal recurrente
Vaginal cancer stage 0	Cáncer vaginal, estadio 0
Vaginal cancer stage II	Cáncer vaginal, estadio II
Vaginal cancer metastatic	Cáncer vaginal metastásico
Vaginal cancer stage IVA	Cáncer vaginal, estadio IVA
Vaginal haematoma	Hematoma vaginal
Vaginal discharge	Secreción vaginal
Vaginal dysplasia	Displasia vaginal
Vaginal cyst	Quiste vaginal
Vaginal cancer stage IVB	Cáncer vaginal, estadio IVB
Vaginal fistula repair	Reparación de fístula vaginal
Vaginal haemorrhage	Hemorragia vaginal
Vaginal ulceration	Ulceración vaginal
Vaginal prolapse	Prolapso vaginal
Vaginal inflammation	Inflamación vaginal
Vaginal odour	Olor vaginal
Vaginal leukoplakia	Leucoplasia vaginal
Vaginal polyp	Pólipo vaginal
Vaginal laceration	Desgarro vaginal
Vaginal infection	Infección vaginal
Vagotomy	Vagotomía
Vaginismus	Vaginismo
Varicocele	Varicocele
Varicocele ovarian	Varicocele ovárico
Vaginal wall congestion	Congestión de las paredes vaginales
Varicella	Varicela
Vaginitis gardnerella	Vaginitis por Gardnerella
Varicose vein	Vena varicosa
Varicocele utero-ovarian	Varicocele uteroovárico
Varicose ulceration	Ulceración varicosa
Varicose veins pelvic	Venas varicosas pélvicas
Varicocele repair	Reparación de varicocele
Varicose vein ruptured	Rotura de vena varicosa
Varicose veins sublingual	Venas varicosas sublinguales
Vascular injury	Lesión traumática vascular
Vascular fragility	Fragilidad vascular
Vasa praevia	Vasa previa
Vascular purpura	Púrpura vascular
Vascular headache	Cefalea vascular
Varicose veins vulval	Venas varicosas vulvares
Vascular malformation peripheral	Malformación vascular periférica
Vascular anomaly	Anomalía vascular
Vascular resistance systemic	Resistencia vascular sistémica
Vascular resistance pulmonary decreased	Resistencia vascular pulmonar disminuida
Vascular resistance pulmonary normal	Resistencia vascular pulmonar normal
Vasculitis cerebral	Vasculitis cerebral
Vascular resistance systemic increased	Resistencia vascular sistémica aumentada
Vascular resistance systemic normal	Resistencia vascular sistémica normal
Vascular resistance systemic decreased	Resistencia vascular sistémica disminuida
Vasculitis	Vasculitides
Vasculitic rash	Erupción vasculítica
Vasomotor rhinitis	Rinitis vasomotora
Vasopressin challenge test	Prueba de provocación con vasopresina
Vasectomy reversal	Reversión de la vasectomía
Vasoconstriction	Vasoconstricción
Vasculitis necrotising	Vasculitis necrosante
Vasectomy	Vasectomía
Vasodilatation	Vasodilatación
Vasectomy repeat	Repetición de la vasectomía
Vasopressin challenge test abnormal	Prueba anormal de provocación con vasopresina
Vector-borne transmission of infection	Transmisión de la infección por vectores
Vasopressin challenge test normal	Prueba normal de provocación con vasopresina
Vegan	Vegetariano estricto
Vein discolouration	Cambio de color de las venas
Vegetarian	Vegetariano
Vasospasm	Vasoespasmo
Vein disorder	Trastorno venoso
Vena cava embolism	Embolia de la vena cava
Venogram	Flebografía
Vein wall hypertrophy	Hipertrofia de la pared venosa
Vena cava thrombosis	Trombosis de la vena cava
Vein pain	Dolor venoso
Venogram abnormal	Flebografía anormal
Vena cava injury	Lesión traumática de la vena cava
Venous pressure decreased	Presión venosa disminuida
Venogram renal	Flebografía renal
Venous pressure abnormal	Presión venosa anormal
Venoocclusive liver disease	Enfermedad hepática por oclusión venosa
Venogram renal abnormal	Flebografía renal anormal
Venous injury	Lesión traumática venosa
Venogram normal	Flebografía normal
Venogram renal normal	Flebografía renal normal
Venous pressure increased	Presión venosa aumentada
Venous pressure jugular increased	Presión venosa yugular aumentada
Venous valve ruptured	Rotura de válvula venosa
Venous pressure jugular abnormal	Presión venosa yugular anormal
Venous pressure jugular normal	Presión venosa yugular normal
Venous thrombosis	Trombosis venosa
Venous pressure jugular	Presión venosa yugular
Venous pressure jugular decreased	Presión venosa yugular disminuida
Ventilation/perfusion scan normal	Gammagrafía normal de ventilación/perfusión
Ventilation/perfusion scan	Gammagrafía de ventilación/perfusión
Ventilation/perfusion scan abnormal	Gammagrafía anormal de ventilación/perfusión
Ventouse extraction	Extración con ventosa
Ventricular asystole	Asistolia ventricular
Ventricle rupture	Ruptura ventricular
Ventricular arrhythmia	Arritmia ventricular
Ventricular hypertrophy	Hipertrofia ventricular
Ventricular extrasystoles	Extrasístoles ventriculares
Ventricular flutter	Aleteo ventricular
Ventricular cisternostomy	Cisternostomía ventricular
Ventricular fibrillation	Fibrilación ventricular
Ventriculo-pleural shunt	Derivación ventriculopleural
Ventricular tachycardia	Taquicardia ventricular
Ventricular hypoplasia	Hipoplasia ventricular
Ventricular septal defect repair	Reparación de defecto del tabique interventricular
Ventricular septal defect acquired	Defecto septal ventricular (adquirido)
Ventricular septal defect	Defecto del tabique interventricular
Ventriculo-peritoneal shunt	Derivación ventriculoperitoneal
Ventriculo-vascular shunt	Derivación ventriculovascular
Vernet's syndrome	Síndrome de Vernet
Vertical infection transmission	Transmisión vertical de la infección
Vertebrobasilar insufficiency	Insuficiencia vertebrobasilar
Vertigo	Vértigo
Vertebral artery stenosis	Estenosis de la arteria vertebral
Verbigeration	Verborrea
Very low density lipoprotein	Lipoproteínas de muy baja densidad
Vertigo labyrinthine	Vértigo laberíntico
Vertigo CNS origin	Vértigo de origen en el SNC
Very low density lipoprotein increased	Lipoproteínas de muy baja densidad elevadas
Vertigo positional	Vértigo posicional
Very low density lipoprotein decreased	Lipoproteínas de muy baja densidad disminuidas
Very low density lipoprotein abnormal	Lipoproteínas de muy baja densidad anormales
Vesical fistula	Fístula vesical
Very low density lipoprotein normal	Lipoproteínas de muy baja densidad normales
Vestibular disorder	Trastorno vestibular
Vesicoureteric reflux	Reflujo vesicoureteral
Vestibular function test	Prueba de función vestibular
Vestibular ataxia	Ataxia vestibular
Vestibular apparatus operation	Cirugía del aparato vestibular
Victim of spousal abuse	Víctima de abuso conyugal
VIIIth nerve injury	Lesión traumática del VIII par craneal
Victim of elder abuse	Persona de edad avanzada víctima de abuso
Vestibular function test normal	Prueba de función vestibular normal
Vestibular neuronitis	Neuronitis vestibular
Victim of child abuse	Víctima de abuso infantil
Vestibular function test abnormal	Prueba de función vestibular anormal
VIIth nerve injury	Lesión traumática del VII par craneal
Violence-related symptom	Síntoma relacionado con la violencia
Viral myocarditis	Miocarditis vírica
Vipoma	Vipoma
Viral hepatitis carrier	Portador de hepatitis vírica
Viral labyrinthitis	Laberintitis vírica
Viral infection	Infección vírica
Viral pharyngitis	Faringitis vírica
Visceral arterial ischaemia	Isquemia arterial visceral
Virilism foetal	Virilización fetal
Viral pericarditis	Pericarditis vírica
Viral tracheitis	Traqueítis vírica
Viral tonsillitis	Amigdalitis vírica
Viral upper respiratory tract infection	Infección vírica del tracto respiratorio alto
Virilism	Virilización
Visceral leishmaniasis	Leishmaniasis visceral
Visual acuity reduced	Agudeza visual disminuida
Vision blurred	Visión borrosa
Visceral larva migrans	Larva migrans visceral
Vision abnormal neonatal	Visión anormal en el recién nacido
Visual acuity tests	Pruebas de agudeza visual
Visual acuity tests distance	Pruebas de agudeza visual de lejos
Visual acuity tests normal	Pruebas normales de agudeza visual
Visual acuity reduced transiently	Agudeza visual disminuida transitoriamente
Visual acuity tests abnormal	Pruebas anormales de agudeza visual
Visual evoked potentials	Potenciales provocados visuales
Visual acuity tests near	Pruebas de agudeza visual de cerca
Visual field defect	Defecto del campo visual
Visual field tests abnormal	Pruebas anormales del campo visual
Visual evoked potentials abnormal	Potenciales evocados visuales anormales
Visual field tests normal	Pruebas normales del campo visual
Visual evoked potentials normal	Potenciales provocados visuales normales
Visual impairment	Alteración visual
Visual field tests	Pruebas del campo visual
Vital capacity abnormal	Capacidad vital anormal
Vital capacity	Capacidad vital
Vital capacity normal	Capacidad vital normal
Vital dye staining cornea present	Presencia de tinción de la córnea con tinte vital
Vital dye staining cornea absent	Ausencia de tinción de la córnea con tinte vital
Vitamin A deficiency	Déficit de vitamina A
Vital capacity decreased	Capacidad vital disminuida
Vitamin A deficiency related conjunctival disorder	Trastorno conjuntival relacionado con déficit de vitamina A
Vitamin A deficiency related corneal disorder	Trastorno de la córnea relacionado con déficit de vitamina A
Vitamin B1 deficiency	Déficit de vitamina B1
Vitamin B12 deficiency	Déficit de vitamina B12
Vitamin B12 increased	Vitamina B12 elevada
Vitamin B12 absorption test	Prueba de absorción de la vitamina B12
Vitamin B12	Vitamina B12
Vitamin B12 decreased	Vitamina B12 disminuida
Vitamin B12 absorption test normal	Prueba normal de absorción de la vitamina B12
Vitamin B12 absorption test abnormal	Prueba anormal de absorción de vitamina B12
Vitamin B6 deficiency	Déficit de vitamina B6
Vitamin B6	Vitamina B6
Vitamin B6 normal	Vitamina B6 normal
Vitamin B2 deficiency	Déficit de vitamina B2
Vitamin B12 normal	Vitamina B12 normal
Vitamin B6 abnormal	Vitamina B6 anormal
Vitamin B6 increased	Vitamina B6 elevada
Vitamin B6 decreased	Vitamina B6 disminuida
Vitamin C increased	Vitamina C elevada
Vitamin C deficiency	Déficit de vitamina C
Vitamin C normal	Vitamina C normal
Vitamin C decreased	Vitamina C disminuida
Vitamin D deficiency	Déficit de vitamina D
Vitamin C	Vitamina C
Vitiligo	Vitíligo
Vitreous abscess	Absceso del cuerpo vítreo
Vitamin K deficiency	Déficit de vitamina K
Vitrectomy	Vitrectomía
VIth nerve paralysis	Parálisis del VI par craneal
VIth nerve injury	Lesión traumática del VI par craneal
Vitamin E deficiency	Déficit de vitamina E
Vitreous degeneration	Degeneración vítrea
Vitreous disorder	Trastorno del cuerpo vítreo
Vitreous haemorrhage	Hemorragia del vítreo
Vitreous detachment	Desprendimiento del cuerpo vítreo
Vitreous prolapse	Prolapso del vítreo
Vitreous opacities	Opacidades del vítreo
Vitritis	Vitritis
Volume blood decreased	Volumen sanguíneo disminuido
Vogt-Koyanagi-Harada syndrome	Síndrome de Vogt-Koyanagi-Harada
Vocal cord polyp	Pólipo en las cuerdas vocales
Vocal cord paralysis	Parálisis de las cuerdas vocales
Volume blood increased	Volumen sanguíneo aumentado
Vocal cord thickening	Engrosamiento de las cuerdas vocales
Vomiting projectile	Vómito explosivo
Volvulus	Vólvulo
Vomiting psychogenic	Vómitos psicógenos
Vomiting	Vómitos
Voluntary redundancy	Despido voluntario
Vomiting in pregnancy	Vómitos del embarazo
Vomiting neonatal	Vómitos del recién nacido
Vulval angiokeratoma	Angioqueratoma vulvar
Von Willebrand's disease	Enfermedad de Von Willebrand
Vth nerve injury	Lesión traumática del V par craneal
Vulval abscess	Absceso vulvar
Vulval cancer metastatic	Cáncer vulvar metastásico
Vulval cancer	Cáncer vulvar
Voyeurism	Voyeurismo
Von Hippel-Lindau disease	Enfermedad de Von Hippel-Lindau
Vulval cancer stage IV	Cáncer vulvar, estadio IV
Vulval disorder	Trastorno vulvar
Vulval cellulitis	Celulitis vulvar
Vulval cancer stage I	Cáncer vulvar, estadio I
Vulval cancer stage III	Cáncer vulvar, estadio III
Vulval cancer stage 0	Cáncer vulvar, estadio 0
Vulval cancer recurrent	Cáncer vulvar recurrente
Vulval cancer stage II	Cáncer vulvar, estadio II
Vulval oedema	Edema vulvar
Vulval polyp	Pólipo vulvar
Vulval laceration	Desgarro vulvar
Vulval leukoplakia	Leucoplasia vulvar
Vulval ulceration	Ulceración vulvar
Vulval haematoma evacuation	Evacuación de hematoma vulvar
Vulval haematoma	Hematoma vulvar
Vulvovaginal candidiasis	Candidiasis vulvovaginal
Vulvovaginal disorder	Trastorno vulvovaginal
Vulval warts removal	Extirpación de verrugas vulvares
Vulvovaginal discomfort	Molestias vulvovaginales
Vulvitis	Vulvitis
Vulvectomy	Vulvectomía
Vulvovaginitis	Vulvovaginitis
Waldenstrom's macroglobulinaemia refractory	Macroglobulinemia de Waldenström refractaria
Vulvovaginitis trichomonal	Vulvovaginitis por tricomonas
Vulvovaginal dryness	Sequedad vulvovaginal
Waldenstrom's macroglobulinaemia	Macroglobulinemia de Waldenström
Waldenstrom's macroglobulinaemia recurrent	Macroglobulinemia de Waldenström recurrente
Waldenstrom's macroglobulinaemia stage I	Macroglobulinemia de Waldenström, estadio I
Wart excision	Extirpación de verruga
Wandering pacemaker	Marcapasos migratorio
Waldenstrom's macroglobulinaemia stage II	Macroglobulinemia de Waldenström, estadio II
Waldenstrom's macroglobulinaemia stage III	Macroglobulinemia de Waldenström, estadio III
Warm type haemolytic anaemia	Anemia hemolítica de anticuerpo caliente
Waldenstrom's macroglobulinaemia stage IV	Macroglobulinemia de Waldenström, estadio IV
Water intoxication	Intoxicación hídrica
Water pollution	Polución del agua
Weber tuning fork test	Prueba de Weber
Waterhouse-Friderichsen syndrome	Síndrome de Waterhouse-Friederichsen
Waxy flexibility	Flexibilidad cérea
Wegener's granulomatosis	Granulomatosis de Wegener
Weight decrease neonatal	Pérdida de peso neonatal
Weber tuning fork test abnormal	Prueba anormal del diapasón de Weber
Weight	Peso
Wedge resection toenail	Resección cuneiforme de uña del pie
Weber tuning fork test normal	Prueba normal de Weber
Weber-Christian disease	Enfermedad de Weber-Christian
Well educated	Persona culta
Weight gain poor	Ganancia insuficiente de peso
Weil's disease	Enfermedad de Weil
Weight increased	Peso aumentado
Wernicke's encephalopathy	Encefalopatía de Wernicke
Weight decreased	Peso disminuido
Weight loss diet	Dieta para perder peso
Wheelchair user	Persona en una silla de ruedas
White blood cell agglutination present	Presencia de aglutinación de leucocitos
Wheezing	Sibilancia
White blood cell count	Recuento de leucocitos
White blood cell count abnormal	Recuento anormal de leucocitos
Wheat-free diet	Dieta sin trigo
Wernicke-Korsakoff syndrome	Síndrome de Wernicke-Korsakoff
Whipple's disease	Enfermedad de Whipple
White blood cells semen negative	Leucocitos negativos en semen
White blood cells stool	Leucocitos en heces
White blood cell count decreased	Recuento disminuido de leucocitos
White blood cell count normal	Recuento normal de leucocitos
White blood cell count increased	Recuento elevado de leucocitos
White blood cells semen positive	Leucocitos positivos en semen
White blood cells semen	Leucocitos en semen
White blood cells stool negative	Leucocitos negativos en heces
White blood cells urine negative	Leucocitos negativos en orina
White blood cells stool positive	Leucocitos positivos en heces
Withdrawal bleed	Hemorragia por retirada
Wiskott-Aldrich syndrome	Síndrome de Wiskott-Aldrich
White blood cells urine positive	Leucocitos positivos en orina
Wisdom teeth removal	Extracción de muelas del juicio
Wolff-Parkinson-White syndrome	Síndrome de Wolff-Parkinson-White
Withdrawal arrhythmia	Arritmia por retirada
Withdrawal syndrome	Síndrome de abstinencia
Wound dehiscence	Dehiscencia de herida
Wrist fracture	Fractura de muñeca
Wound infection	Infección de herida
X-ray of pelvis and hip	Radiografía de pelvis y cadera
X-ray normal	Radiografía normal
X-ray abnormal	Radiografía anormal
X-ray of pelvis and hip normal	Radiografía de pelvis y cadera normal
Wrong drug administered	Administración de medicamento incorrecto
X-ray	Radiografía
X-ray of pelvis and hip abnormal	Radiografía de pelvis y cadera anormal
X-ray therapy to breast	Radioterapia con rayos X de mama
X-ray therapy to ear, nose, or throat	Radioterapia con rayos X de oído, nariz o garganta
X-ray therapy to brain	Radioterapia cerebral con rayos X
X-ray therapy to bladder	Radioterapia con rayos X de vejiga
X-ray therapy to colon	Radioterapia con rayos X de colon
X-ray therapy to bone	Radioterapia ósea con rayos X
